1	7.38
9	7.38
17	7.38
25	17.89
33	17.89
41	17.89
49	20.33
57	20.33
65	17.12
73	17.12
81	17.12
89	17.55
97	17.55
105	17.55
113	19.37
121	19.37
129	16.6
137	16.6
145	16.6
153	17.68
161	17.68
169	15.62
177	15.62
185	15.62
193	18
201	18
209	18
217	18.5
225	18.5
233	17.25
241	17.25
249	17.25
257	19.06
265	19.06
273	19.06
281	18.3
289	18.3
297	19.48
305	19.48
313	19.48
321	17.49
329	17.49
337	17.15
345	17.15
353	17.15
361	17.91
369	17.91
377	17.91
385	18.43
393	18.43
401	18.42
409	18.42
417	18.42
425	19.02
433	19.02
441	19.02
449	17.58
457	17.58
465	19.58
473	19.58
481	19.58
489	19.83
497	19.83
505	18.51
513	18.51
521	18.51
529	16.85
537	16.85
545	16.85
553	19.74
561	19.74
569	19.05
577	19.05
585	19.05
593	16.66
601	16.66
609	16.66
617	19.11
625	19.11
633	17.71
641	17.71
649	17.71
657	18.07
665	18.07
673	18.18
681	18.18
689	18.18
697	18.38
705	18.38
713	18.38
721	16.23
729	16.23
737	16.93
745	16.93
753	16.93
761	18.26
769	18.26
777	18.26
785	18.19
793	18.19
801	15.64
809	15.64
817	15.64
825	17.23
833	17.23
841	17.87
849	17.87
857	17.87
865	18.04
873	18.04
881	18.04
889	18.16
897	18.16
905	21.32
913	21.32
921	21.32
929	20.49
937	20.49
945	20.49
953	16.91
961	16.91
969	19.38
977	19.38
985	19.38
993	19.37
1001	19.37
1009	19.63
1017	19.63
1025	19.63
1033	23.6
1041	23.6
1049	23.6
1057	19.19
1065	19.19
1073	19.89
1081	19.89
1089	19.89
1097	21.84
1105	21.84
1113	21.84
1121	20.99
1129	20.99
1137	19.96
1145	19.96
1153	19.96
1161	20.86
1169	20.86
1177	20.78
1185	20.78
1193	20.78
1201	20.22
1209	20.22
1217	20.22
1225	22.86
1233	22.86
1241	20.63
1249	20.63
1257	20.63
1265	27.92
1273	27.92
1281	27.92
1289	19.06
1297	19.06
1305	15.51
1313	15.51
1321	15.51
1329	16.91
1337	16.91
1345	22.9
1353	22.9
1361	22.9
1369	19.2
1377	19.2
1385	19.2
1393	16.62
1401	16.62
1409	18.87
1417	18.87
1425	18.87
1433	17.26
1441	17.26
1449	17.26
1457	16.35
1465	16.35
1473	18.9
1481	18.9
1489	18.9
1497	19.43
1505	19.43
1513	19.28
1521	19.28
1529	19.28
1537	18.33
1545	18.33
1553	18.33
1561	18.8
1569	18.8
1577	18.85
1585	18.85
1593	18.85
1601	19.72
1609	19.72
1617	19.72
1625	17.46
1633	17.46
1641	21.91
1649	21.91
1657	21.91
1665	19.32
1673	19.32
1681	19.64
1689	19.64
1697	19.64
1705	24.3
1713	24.3
1721	24.3
1729	21.52
1737	21.52
1745	15.75
1753	15.75
1761	15.75
1769	18.55
1777	18.55
1785	18.55
1793	22.17
1801	22.17
1809	22.75
1817	22.75
1825	22.75
1833	17.88
1841	17.88
1849	17.2
1857	17.2
1865	17.2
1873	16.98
1881	16.98
1889	16.98
1897	19.95
1905	19.95
1913	17.62
1921	17.62
1929	17.62
1937	19.12
1945	19.12
1953	19.12
1961	21.69
1969	21.69
1977	19.6
1985	19.6
1993	19.6
2001	16.48
2009	16.48
2017	18.34
2025	18.34
2033	18.34
2041	20.67
2049	20.67
2057	20.67
2065	19.81
2073	19.81
2081	19.34
2089	19.34
2097	19.34
2105	19.87
2113	19.87
2121	19.87
2129	18.19
2137	18.19
2145	17.45
2153	17.45
2161	17.45
2169	18.29
2177	18.29
2185	17.4
2193	17.4
2201	17.4
2209	20.58
2217	20.58
2225	20.58
2233	22.21
2241	22.21
2249	20.84
2257	20.84
2265	20.84
2273	23.27
2281	23.27
2289	23.27
2297	19.54
2305	19.54
2313	20.99
2321	20.99
2329	20.99
2337	20.36
2345	20.36
2353	22.01
2361	22.01
2369	22.01
2377	21.59
2385	21.59
2393	21.59
2401	31.27
2409	31.27
2417	19.7
2425	19.7
2433	19.7
2441	18.1
2449	18.1
2457	18.1
2465	22.82
2473	22.82
2481	25.15
2489	25.15
2497	25.15
2505	21.11
2513	21.11
2521	20.8
2529	20.8
2537	20.8
2545	20.37
2553	20.37
2561	20.37
2569	20.11
2577	20.11
2585	15.96
2593	15.96
2601	15.96
2609	19.35
2617	19.35
2625	19.35
2633	17.3
2641	17.3
2649	22.2
2657	22.2
2665	22.2
2673	17.44
2681	17.44
2689	19.83
2697	19.83
2705	19.83
2713	17.83
2721	17.83
2729	17.83
2737	19.81
2745	19.81
2753	18.66
2761	18.66
2769	18.66
2777	19.46
2785	19.46
2793	19.46
2801	23.62
2809	23.62
2817	20.12
2825	20.12
2833	20.12
2841	18.11
2849	18.11
2857	17.2
2865	17.2
2873	17.2
2881	18.97
2889	18.97
2897	18.97
2905	18.6
2913	18.6
2921	18.56
2929	18.56
2937	18.56
2945	19.03
2953	19.03
2961	19.03
2969	18.96
2977	18.96
2985	17.25
2993	17.25
3001	17.25
3009	19.6
3017	19.6
3025	18.4
3033	18.4
3041	18.4
3049	18.6
