1	30
2	15
3	11
4	17
5	26
6	19
7	25
8	21
9	19
10	15
11	13
12	15
13	10
14	10
15	17
16	13
17	14
18	13
19	17
20	29
21	11
22	11
23	14
24	16
25	17
26	15
27	12
28	10
29	13
30	14
31	10
32	11
33	18
34	11
35	14
36	11
37	12
38	17
39	15
40	12
41	12
42	10
43	14
44	13
45	14
46	15
47	14
48	15
49	14
50	12
51	12
52	22
53	18
54	15
55	19
56	13
57	11
58	18
59	16
60	14
61	15
62	12
63	16
64	13
65	17
66	15
67	16
68	11
69	18
70	15
71	13
72	17
73	17
74	12
75	13
76	22
77	18
78	20
79	19
80	10
81	18
82	10
83	11
84	11
85	15
86	13
87	16
88	15
89	16
90	21
91	15
92	18
93	13
94	18
95	18
96	11
97	17
98	12
99	24
100	17
101	17
102	12
103	15
104	17
105	15
106	14
107	15
108	19
109	12
110	10
111	17
112	16
113	19
114	10
115	14
116	15
117	20
118	16
119	15
120	13
121	17
122	21
123	14
124	17
125	11
126	12
127	11
128	18
129	11
130	18
131	16
132	16
133	10
134	13
135	15
136	12
137	11
138	12
139	12
140	14
141	12
142	11
143	13
144	12
145	21
146	23
147	17
148	16
149	15
150	25
151	12
152	22
153	33
154	34
155	15
156	16
157	24
158	13
159	12
160	12
161	24
162	16
163	13
164	24
165	17
166	12
167	24
168	11
169	12
170	14
171	13
172	14
173	15
174	11
175	16
176	18
177	15
178	16
179	15
180	11
181	18
182	10
183	17
184	17
185	19
186	18
187	17
188	11
189	18
190	24
191	24
192	19
193	14
194	20
195	15
196	17
197	16
198	15
199	19
200	15
201	11
202	12
203	19
204	13
205	14
206	15
207	12
208	19
209	18
210	12
211	11
212	18
213	17
214	16
215	14
216	11
217	12
218	11
219	18
220	11
221	18
222	17
223	11
224	18
225	12
226	10
227	12
228	17
229	20
230	13
231	18
232	12
233	19
234	17
235	20
236	15
237	18
238	13
239	13
240	14
241	10
242	14
243	13
244	12
245	10
246	17
247	14
248	11
249	22
250	15
251	13
252	13
253	16
254	14
255	21
256	22
257	12
258	16
259	18
260	13
261	20
262	19
263	11
264	17
265	17
266	17
267	17
268	12
269	11
270	11
271	15
272	17
273	13
274	12
275	18
276	17
277	20
278	22
279	12
280	12
281	12
282	20
283	15
284	17
285	21
286	19
287	16
288	10
289	14
290	15
291	17
292	13
293	24
294	16
295	20
296	12
297	23
298	16
299	19
300	17
301	11
302	14
303	17
304	18
305	17
306	16
307	14
308	17
309	22
310	11
311	18
312	10
313	10
314	11
315	10
316	18
317	19
318	16
319	13
320	12
321	18
322	10
323	13
324	15
325	13
326	13
327	19
328	12
329	10
330	17
331	11
332	14
333	9
334	15
335	12
336	16
337	14
338	16
339	16
340	12
341	14
342	9
343	18
344	16
345	13
346	18
347	10
348	16
349	13
350	15
351	10
352	11
353	12
354	12
355	10
356	10
357	14
358	16
359	14
360	18
361	20
362	11
363	12
364	12
365	18
366	14
367	16
368	20
369	15
370	10
371	17
372	17
373	13
374	11
375	10
376	10
377	15
378	12
379	16
380	17
381	13
382	11
383	20
384	16
385	21
386	14
387	18
388	15
389	11
390	14
391	11
392	15
393	19
394	12
395	17
396	21
397	11
398	10
399	18
400	15
401	11
402	13
403	10
404	14
405	12
406	22
407	17
408	16
409	14
410	19
411	20
412	16
413	11
414	14
415	22
416	14
417	12
418	16
419	19
420	16
421	20
422	11
423	21
424	16
425	11
426	13
427	17
428	13
429	21
430	15
431	14
432	17
433	12
434	15
435	12
436	20
437	23
438	14
439	18
440	15
441	11
442	16
443	15
444	23
445	15
446	17
447	16
448	11
449	19
450	12
451	24
452	14
453	12
454	13
455	15
456	16
457	19
458	11
459	13
460	16
461	11
462	17
463	16
464	12
465	13
466	19
467	20
468	18
469	18
470	16
471	16
472	20
473	21
474	15
475	13
476	14
477	16
478	16
479	21
480	12
481	12
482	16
483	17
484	17
485	18
486	16
487	19
488	17
489	18
490	17
491	17
492	13
493	17
494	18
495	11
496	21
497	15
498	13
499	14
500	17
501	12
502	24
503	13
504	20
505	18
506	13
507	18
508	15
509	10
510	18
511	12
512	15
513	16
514	11
515	20
516	18
517	15
518	15
519	17
520	17
521	13
522	17
523	20
524	18
525	18
526	12
527	18
528	13
529	11
530	16
531	11
532	22
533	22
534	17
535	16
536	15
537	13
538	19
539	11
540	14
541	17
542	18
543	11
544	21
545	11
546	12
547	15
548	25
549	21
550	16
551	15
552	11
553	19
554	15
555	21
556	13
557	18
558	19
559	13
560	20
561	25
562	16
563	21
564	17
565	17
566	29
567	17
568	12
569	19
570	18
571	25
572	17
573	15
574	18
575	12
576	20
577	14
578	11
579	21
580	13
581	13
582	19
583	13
584	13
585	25
586	19
587	15
588	18
589	17
590	17
591	21
592	10
593	14
594	12
595	19
596	14
597	35
598	17
599	16
600	15
601	15
602	17
603	25
604	21
605	17
606	20
607	12
608	16
609	18
610	20
611	18
612	18
613	13
614	23
615	25
616	15
617	11
618	14
619	24
620	12
621	15
622	14
623	14
624	13
625	16
626	19
627	26
628	29
629	16
630	12
631	20
632	14
633	17
634	11
635	23
636	13
637	11
