802	55
806	63
810	50
814	57
818	48
822	47
826	63
830	53
834	61
838	94
842	57
846	57
850	47
854	47
858	61
862	52
866	46
870	62
874	48
878	52
882	48
886	51
890	42
894	54
898	56
902	52
906	48
910	64
914	47
918	56
922	49
926	55
930	49
934	83
938	59
942	50
946	50
950	68
954	49
958	59
962	59
966	62
970	61
974	51
978	65
982	45
986	56
990	58
994	45
998	49
1002	55
1006	69
1010	58
1014	53
1018	59
1022	54
1026	61
1030	49
1034	58
1038	75
1042	70
1046	59
1050	67
1054	68
1058	56
1062	56
1066	68
1070	59
1074	78
1078	50
1082	51
1086	72
1090	63
1094	66
1098	49
1102	51
1106	58
1110	55
1114	50
1118	65
1122	59
1126	57
1130	95
1134	48
1138	50
1142	71
1146	83
1150	49
1154	54
1158	51
1162	56
1166	49
1170	50
1174	56
1178	52
1182	88
1186	70
1190	55
1194	65
1198	58
1202	53
1206	49
1210	50
1214	55
1218	72
1222	71
1226	58
1230	52
1234	51
1238	46
1242	59
1246	54
1250	59
1254	54
1258	62
1262	48
1266	51
1270	48
1274	47
1278	53
1282	52
1286	63
1290	62
1294	54
1298	56
1302	53
1306	68
1310	65
1314	53
1318	53
1322	52
1326	69
1330	87
1334	60
1338	59
1342	51
1346	50
1350	71
1354	42
1358	64
1362	62
1366	71
1370	54
1374	48
1378	65
1382	55
1386	50
1390	57
1394	63
1398	66
1402	72
1406	55
1410	56
1414	50
1418	52
1422	43
1426	81
1430	56
1434	52
1438	64
1442	71
1446	56
1450	64
1454	49
1458	53
1462	48
1466	47
1470	49
1474	63
1478	47
1482	61
1486	61
1490	62
1494	50
1498	50
1502	62
1506	60
1510	61
1514	62
1518	68
1522	72
1526	63
1530	50
1534	54
1538	52
1542	47
1546	68
1550	64
1554	59
1558	53
1562	62
1566	52
1570	66
1574	56
1578	72
1582	70
1586	76
1590	73
1594	57
1598	71
