hitratio solaris other false
100 7 
110 7 
120 11
130 9 
140 9 
150 9 
160 14
170 15
180 22
190 21
200 22
210 22
220 24
230 33
240 27
250 32
260 40
270 33
280 41
290 45
300 56
310 39
320 50
330 49
340 46
350 56
360 77
370 67
380 80
390 77
400 84
410 83
420 84
430 101
440 87
450 98
460 102
470 105
480 96
490 109





















