hitratio solaris other false
100 11
110 12
120 12
130 13
140 14
150 15
160 16
170 17
180 18
190 20
200 21
210 23
220 24
230 26
240 28
250 30
260 32
270 34
280 36
290 38
300 40
310 43
320 45
330 49
340 51
350 53
360 57
370 59
380 63
390 66
400 71
410 72
420 78
430 79
440 82
450 87
460 90
470 94
480 98
490 105





















