hitratio solaris other false
100 28
110 38
120 48
130 57
140 66
150 71
160 77
170 82
180 85
190 87
200 89
210 90
220 91
230 92
240 93
250 94
260 94
270 95
280 96
290 96
300 96
310 97
320 97
330 97
340 97
350 97
360 98
370 97
380 97
390 98
400 97
410 98
420 98
430 98
440 98
450 98
460 98
470 98
480 98
490 98
